title_id,title,year,runtime,genres,dir_list,cast_list,rating
tt6963362,The Wind Bloweth Where It Listeth,(2017),100 min,"
Drama            ","['Director:', 'Kim Ekberg']","['Stars:', 'Mira Eklund,', 'Bianca Cruzeiro,', 'Lennart Ahlstand,', 'Gabriel Albertsson']",5.6
tt2346170,#1 Serial Killer,(2013),87 min,"
Horror            ","['Director:', 'Stanley Yung']","['Stars:', 'Jason Tobin,', 'Eugenia Yuan,', 'Tzi Ma,', 'Shoshana Bush']",5.4
tt10985348,#1915House,(2018),55 min,"
Horror, Thriller            ","['Director:', 'Justin DiPego']","['Star:', 'Justin DiPego']",6.2
tt3120962,#5,(2013),68 min,"
Biography, Comedy, Fantasy            ","['Director:', 'Ricky Bardy']","['Stars:', 'Justin Bardy,', 'Ricky Bardy']",6.1
tt4470336,#50Fathers,(2015),132 min,"
Comedy            ","['Director:', 'Joddy Eric Matthews']","['Stars:', 'Anthony Akins,', 'Heidi Azaro,', 'Antonio Barrios,', 'Sonia Bishop']",
tt9850370,#AnneFrank - Parallel Stories,(2019),92 min,"
Drama, History            ","['Directors:', 'Sabina Fedeli,', 'Anna Migotto']","['Stars:', 'Helen Mirren,', 'Anne Frank,', 'Martina Gatti,', 'Arianna Szorenyi']",6.5
tt4353986,#Beings,(2015),56 min,"
Thriller            ","['Director:', 'Andrei Stefanescu']","['Stars:', 'Piotr Bockowski,', 'Andrea Christina Furrer,', 'Dorothee Höhn,', 'Catalin Jugravu']",5.4
tt12857724,#BlackSkin,(2021),85 min,"
Drama            ","['Director:', 'Marc Cayce']","['Stars:', 'Sheldon Bailey,', 'Cocoa Brown,', 'Jazzlyn Brown,', 'QuaNae Coleman']",3.2
tt8241112,#Bodygoals,(2018),,"
Comedy            ","['Director:', 'Craig Tovey']","['Stars:', 'Nicole Burch,', 'Corey Clifford,', 'Cooper Hopkins']",
tt10497948,#Bornagain,(2018),,,[],[],
tt6856592,#Captured,(2017),81 min,"
Horror, Thriller            ","['Director:', 'Joe Homokay']","['Stars:', 'Lizze Gordon,', 'Gabrielle Romanello,', 'Megan Medellin,', 'Charlie Ian']",4.8
tt6479626,#CoEdConfessions,(2017),61 min,"
Comedy, Romance            ","['Directors:', 'William Cardoza,', 'Guillermo Gomez,', 'Rachael Hadassah,', 'Djordje Mladenovic,', 'Kent Palzes']","['Stars:', 'Nicole Anderson,', 'Petrita Barnett,', 'Bruna Brito,', 'Janine Bunag']",5.7
tt5803530,#DigitalLivesMatter,(2016),93 min,"
Comedy            ","['Director:', 'Terri J. Vaughn']","['Stars:', 'Rashan Ali,', 'Carlos Aviles,', 'Brooklyn Beedles,', 'Ben Bornert']",6.8
tt5460468,#Enough,(2015),,"
Drama            ","['Director:', 'Miranda Ferguson']","['Stars:', 'Jonathan R. Ayers,', 'Mark Boyd,', 'Jebediah Calhoun,', 'Sean Davis']",3.1
tt7272948,#Followme,(2019),90 min,"
Horror, Thriller            ","['Director:', 'Sam Hardy']","['Stars:', 'Kara Kingsward-Hughes,', 'Scarlett Davies,', 'Maria Louis,', 'Tyler Gallant']",3.5
tt13940664,#Franglais,(2020),69 min,"
Comedy            ","['Director:', 'Félix Guimard']","['Star:', 'Paul Taylor']",7.5
tt8500622,#FullMethod,(2019),,"
Drama, Thriller            ","['Director:', 'Katz Carter']","['Stars:', 'Saige Ryan,', 'Aidan Davari,', 'Laura Napoli,', 'Shane Cervantes']",
tt13970166,#Happy420,(2021),,"
Comedy            ","['Director:', 'Kenneth Lampkin II']","['Stars:', 'Carl J Grasso,', 'Jordan C. Jones,', 'Steve White,', 'Dejon Caldwell']",
tt3526286,#Horror,(2015),97 min,"
Crime, Drama, Horror            ","['Director:', 'Tara Subkoff']","['Stars:', 'Sadie Seelert,', 'Haley Murphy,', 'Bridget McGarry,', 'Blue Lindeberg']",3
tt16357180,#JeSuis,(2018),65 min,"
Music            ","['Director:', 'Aakash Odedra']","['Stars:', 'Gizem Aksu,', 'Evrim Akyay,', 'Yasin Anar,', 'Taner Güngör']",
tt4968908,#LANDoftheBRAVEfilm,(2019),95 min,"
Thriller            ","['Director:', 'Tim Huebschle']","['Stars:', 'Elize de Wee,', 'Armas Shivute,', 'Pieter Greeff,', 'Ralf Boll']",7.8
tt5713856,#Like,(2019),93 min,"
Thriller            ","['Director:', 'Sarah Pirozek']","['Stars:', 'Marc Menchaca,', 'Jeff Wincott,', 'Sarah Rich,', 'Dakota Lustick']",4.7
tt2538204,#Lucky Number,(2015),80 min,"
Comedy            ","['Director:', 'Brendan Gabriel Murphy']","['Stars:', 'Tom Pelphrey,', 'Natalie Hall,', 'Method Man,', 'Malcolm Goodwin']",5
tt14316064,#MenToo,(2021),57 min,"
Musical            ","['Director:', 'Thea Elmsley']","['Stars:', 'Archie Turnbull,', 'Archie Barrington,', 'George Tomsett,', 'Alex Barnes']",
tt7870582,#PartyTime,(2018),,"
Thriller            ","['Directors:', 'Nick Bohle,', 'Charlie Christensen,', 'Thorsten Nesch']","['Stars:', 'RaeAnne Boon,', 'Brent Clark,', 'Siobhan Cooney,', 'Griffin Cork']",
tt12335964,#Puremoods2016,(2016),66 min,"
Music            ",[],[],
tt9742962,#RIPVine,(2018),90 min,"
Comedy            ","['Stars:', 'Curtis Lepore,', 'Rudy Mancuso,', 'Leslie Wai']",[],
tt6119504,#Realityhigh,(2017),99 min,"
Comedy, Drama, Romance            ","['Director:', 'Fernando Lebrija']","['Stars:', 'Nesta Cooper,', 'Keith Powers,', 'Alicia Sanz,', 'Jake Borelli']",5.1
tt5646082,#Roxy,(2018),105 min,"
Comedy, Romance            ","['Director:', 'Michael Kennedy']","['Stars:', 'Jake Short,', 'Sarah Fisher,', 'Booboo Stewart,', 'Danny Trejo']",5
tt5531032,#Screamers,(2016),85 min,"
Horror, Mystery            ","['Director:', 'Dean Matthew Ronalds']","['Stars:', 'Tom Malloy,', 'Chris Bannow,', 'Griffin Matthews,', 'Abbi Snee']",4.3
tt5654204,#Slaughterhouse,(2020),,"
Action, Horror            ","['Director:', 'Dino Maglaris']","['Stars:', 'Nicholas Saenz,', 'Shayla Bagir,', 'Karina Clark,', 'David Harrod Jr.']",6.8
tt6540984,Deadly Scholars,(2018),90 min,"
Drama, Thriller            ","['Director:', 'Danny J. Boyle']","['Stars:', 'Sheryl Lee,', 'Paris Berelc,', 'Kennedy Lea Slocum,', 'Corey Fogelmanis']",4.2
tt5466780,#Standards,(2015),50 min,"
Drama            ","['Director:', 'Melanie Page']","['Stars:', 'Amanda Carroll,', 'Zsane Jhe,', 'Joseph J.I Johnson,', 'Jessica Smith']",
tt2916468,#Starvecrow,(2017),89 min,"
Drama, Thriller            ","['Director:', 'James Carver']","['Stars:', 'David Bark-Jones,', 'Michael Billington,', 'Elizabeth Bowe,', 'Minnie J Carver']",5.8
tt2075318,#Stuck,(2014),83 min,"
Comedy, Drama, Romance            ","['Director:', 'Stuart Acher']","['Stars:', 'Madeline Zima,', 'Joel David Moore,', 'Abraham Benrubi,', 'Logan Agayan']",5.6
tt10240886,A Cold Hard Truth,(2019),105 min,"
Drama            ","['Director:', 'Charles Murray']","['Stars:', 'Reesha L. Archibald,', 'Michael Beach,', 'Mel Chude,', 'Carl Gilliard']",7.3
tt15157354,#Unknown,(2021),97 min,"
Horror, Thriller            ","['Director:', 'LazRael Lison']","['Stars:', 'Hal Ozsan,', 'Tom Sizemore,', 'Judd Nelson,', 'Master P']",6.8
tt3743246,#Victoria,(2018),119 min,"
Action, Drama, Thriller            ","['Director:', 'Mark K. Buddington']","['Stars:', 'Jason Barkley,', 'Mark K. Buddington,', 'Elsi Burgos,', 'Erin Cunningham']",4
tt14336844,#aiww: The Arrest of Ai Weiwei,(2013),120 min,"
Biography, Crime, Drama            ","['Director:', 'James MacDonald']","['Stars:', 'Josie Bloom,', 'Gregory Champkin,', 'Sam Churchill,', 'Alexandra Donnachie']",
tt4444974,#blessed,(2015),83 min,"
Comedy            ","['Directors:', 'Rich Costales,', 'Kailee McGee']","['Stars:', 'Dallas Mapleshade,', 'Kailee McGee,', 'Rich Costales,', 'Chris Bramante']",
tt4908802,#funnyFACE,(2015),75 min,"
Comedy, Horror            ","['Director:', 'Marcel Walz']","['Stars:', 'Roland Freitag,', 'Shawn C. Phillips,', 'Annika Strauss,', 'Enya Maria Tames']",3.2
tt2477324,#iKllr,(2014),95 min,"
Horror, Thriller            ","['Director:', 'Jeffrey Coghlan']","['Stars:', 'Katelynn Tonguis,', 'Jeremy Schuetze,', 'Emily Lawrence,', 'Scott Stawicki']",5.7
tt6359426,#murderchallenge,(2017),,"
Horror            ","['Director:', 'Michael Bilinski']","['Stars:', 'Louis Galdo,', 'Jenna Renee,', 'Shane Ryan-Reid,', 'Vex X. Starskream']",
tt10892128,#sisterqueens,(2017),,"
Comedy            ","['Directors:', 'Tiffany Lau,', 'Ian W. Mrozewski,', 'Katrina Dan Zhao']","['Stars:', 'Tai Grauman,', 'Sachi Nisbet,', 'Cassandra Phillips-Grande,', 'Taylor Scott']",
tt6871174,#truehomies,(2018),,"
Crime            ","['Director:', 'Tino Duvick']","['Stars:', 'Erik Brevik,', 'Paige Von Bank,', 'Jareth Spirio,', 'Greg Farinelli']",
tt6877520,#wanderlust,(2017),76 min,"
Adventure, Comedy, Drama            ","['Director:', 'Maggie VandenBerghe']","['Stars:', 'Liz Clare,', 'Maggie VandenBerghe,', 'Mark Wilson,', 'Bettina Devin']",5.5
tt0068152,$,(1971),121 min,"
Comedy, Crime, Drama            ","['Director:', 'Richard Brooks']","['Stars:', 'Warren Beatty,', 'Goldie Hawn,', 'Gert Fröbe,', 'Robert Webber']",6.3
tt0013811,"$1, 000 Reward",(1923),,"
Western            ","['Director:', 'Charles R. Seeling']","['Star:', ""Guinn 'Big Boy' Williams""]",
tt0027083,$10 Raise,(1935),70 min,"
Comedy, Drama, Romance            ","['Director:', 'George Marshall']","['Stars:', 'Edward Everett Horton,', 'Karen Morley,', 'Alan Dinehart,', 'Glen Boles']",7.9
tt0031011,$1000 a Touchdown,(1939),71 min,"
Comedy, Sport            ","['Director:', 'James P. Hogan']","['Stars:', 'Joe E. Brown,', 'Martha Raye,', 'Eric Blore,', 'Susan Hayward']",5.7
tt15109084,$30 Worth of Funny,(2020),,"
Comedy            ","['Director:', 'Jc Knows Best']","['Star:', 'Jc Knows Best']",
tt0154097,"$40, 000",(1996),70 min,"
Comedy            ","['Director:', 'William Lorton']","['Stars:', 'Jason Baskin,', 'Dan Gatto,', 'Tania Mejia,', 'Smith']",7.4
tt1024733,$5 a Day,(2008),98 min,"
Comedy, Drama            ","['Director:', 'Nigel Cole']","['Stars:', 'Christopher Walken,', 'Alessandro Nivola,', 'Sharon Stone,', 'Dean Cain']",6.3
tt0008808,"$5, 000 Reward",(1918),50 min,"
Mystery            ","['Director:', 'Douglas Gerrard']","['Stars:', 'Franklyn Farnum,', 'William Lloyd,', 'Gloria Hope,', 'J. Farrell MacDonald']",5.4
tt0014639,"$50, 000 Reward",(1924),55 min,"
Western            ","['Director:', 'Clifford S. Elfelt']","['Stars:', 'Ken Maynard,', 'Esther Ralston,', 'Bert Lindley,', 'Edward Peil Sr.']",5.2
tt2106284,$50K and a Call Girl: A Love Story,(2014),90 min,"
Action, Adventure, Comedy            ","['Director:', 'Seth Grossman']","['Stars:', 'Ross Patterson,', 'Jessie Wiseman,', 'Seth Grossman,', 'Lauren Aboulafia']",6.7
tt1427821,$6 Man,(2008),118 min,"
Drama            ","['Director:', 'Jon Russell Cring']","['Stars:', 'Phillip Roebuck,', 'Constance Owl,', 'Sherre Bishop,', 'Jasson Cring']",4.2
tt0790799,$9.99,(2008),78 min,"
Animation, Drama, Fantasy            ","['Director:', 'Tatia Rosenthal']","['Stars:', 'Geoffrey Rush,', 'Anthony LaPaglia,', 'Samuel Johnson,', 'Barry Otto']",6.7
tt4397606,$kumbagz,(2015),71 min,"
Crime, Thriller            ","['Director:', 'John Miller']","['Stars:', 'Krystal Pixie Adams,', 'Joe Makowski,', 'David A. Jackson,', 'John Miller']",6.4
tt0155198,$pent,(1999),91 min,"
Drama            ","['Director:', 'Gil Cates Jr.']","['Stars:', 'Jason London,', 'Charlie Spradling,', 'Phill Lewis,', 'Erin Beaux']",4.5
tt2410904,$tiffed or How I Learned to Deal with Dissapointment,(2012),51 min,"
Comedy            ","['Directors:', 'Christian Busath,', 'Tyson Thompson']","['Stars:', 'George Anderson,', 'David Ray Burton,', 'Christian Busath,', 'Cherie Julander']",
tt0190938,Swindle,(2002),93 min,"
Action, Crime, Thriller            ","['Director:', 'K.C. Bascombe']","['Stars:', 'Tom Sizemore,', 'Sherilyn Fenn,', 'Dave Foley,', 'Conrad Pla']",5.4
tt6608094,&,(2017),,,"['Director:', 'Cedric van Eenoo']","['Star:', 'Julien Ravetto']",
tt7288662,& Jara Hatke,(2016),110 min,"
Drama, Family, Romance            ","['Director:', 'Prakash Kunte']","['Stars:', 'Madhura Deshpande,', 'Spruha Joshi,', 'Sonali Khare,', 'Mrinal Kulkarni']",3.1
tt2332503,&Me,(2013),88 min,"
Romance            ","['Director:', 'Norbert ter Hall']","['Stars:', 'Mark Waschke,', 'Verónica Echegui,', 'Teun Luijkx,', 'Rafael Cebrián']",5
tt0007610,'49-'17,(1917),61 min,"
Drama, Western            ","['Director:', 'Ruth Ann Baldwin']","['Stars:', 'Joseph W. Girard,', 'Leo Pierson,', 'William Dyer,', 'Mattie Witting']",5.8
tt0094587,'68,(1988),99 min,"
Drama            ","['Director:', 'Steven Kovacs']","['Stars:', 'Eric Larson,', 'Robert Locke,', 'Neil Young,', 'Sándor Técsy']",6
tt2614684,'71,(2014),99 min,"
Action, Crime, Drama            ","['Director:', 'Yann Demange']","['Stars:', ""Jack O'Connell,"", 'Sam Reid,', 'Sean Harris,', 'Paul Popplewell']",7.2
tt2385126,'76,(2016),118 min,"
Drama, Romance            ","['Director:', 'Izu Ojukwu']","['Stars:', 'Efetobore Afatakpa,', 'Tunde Alabi,', 'Bisi Ariyo,', 'Preach Bassey']",5.6
tt9209692,'94 Terror,(2018),106 min,"
Drama, War            ","['Director:', 'Richard Mulindwa']","['Stars:', 'Joan Agaba,', 'Doreen Nabbanja,', 'Muyimbwa Phiona,', 'Nalubega Rashida']",7.2
tt10468632,'95,(2019),75 min,"
Drama            ","['Director:', 'Kofi Kyei']","['Stars:', 'Justice Addo,', 'Ricky Adelayitor,', 'Perfect Agbey,', 'Adjetey Anang']",6.6
tt0085127,Project A,(1983),105 min,"
Action, Comedy            ","['Directors:', 'Jackie Chan,', 'Sammo Kam-Bo Hung']","['Stars:', 'Jackie Chan,', 'Sammo Kam-Bo Hung,', 'Biao Yuen,', 'Dick Wei']",7.3
tt0193738,'B' Girl Rhapsody,(1952),76 min,"
Drama            ","['Directors:', 'James R. Connell,', 'Lillian Hunt']","['Stars:', 'Lily Ayers,', 'Crystal Starr,', 'Chili Pepper,', 'Ginger Duvall']",5.3
tt0080310,Breaker Morant,(1980),107 min,"
Drama, History, War            ","['Director:', 'Bruce Beresford']","['Stars:', 'Edward Woodward,', 'Jack Thompson,', 'John Waters,', 'Bryan Brown']",7.8
tt0041218,'C'-Man,(1949),75 min,"
Crime, Drama, Film-Noir            ","['Director:', 'Joseph Lerner']","['Stars:', 'Dean Jagger,', 'John Carradine,', 'Harry Landers,', 'Lottie Elwen']",5.8
tt0067003,'Doc',(1971),96 min,"
Western            ","['Director:', 'Frank Perry']","['Stars:', 'Stacy Keach,', 'Faye Dunaway,', 'Harris Yulin,', 'Michael Witney']",6.2
tt0026393,'G' Men,(1935),85 min,"
Crime, Drama, Film-Noir            ","['Director:', 'William Keighley']","['Stars:', 'James Cagney,', 'Margaret Lindsay,', 'Ann Dvorak,', 'Robert Armstrong']",7.1
tt0074080,'Gator Bait,(1973),88 min,"
Action, Adventure, Drama            ","['Directors:', 'Beverly Sebastian,', 'Ferd Sebastian']","['Stars:', 'Claudia Jennings,', 'Sam Gilman,', 'Douglas Dirkson,', 'Clyde Ventura']",5.4
tt0035958,'Gung Ho!': The Story of Carlson's Makin Island Raiders,(1943),88 min,"
Drama, History, War            ","['Director:', 'Ray Enright']","['Stars:', 'Randolph Scott,', 'Alan Curtis,', 'Noah Beery Jr.,', 'J. Carrol Naish']",6
tt8031554,L Storm,(2018),97 min,"
Action, Crime            ","['Director:', 'David Lam']","['Stars:', 'Louis Koo,', 'Julian Cheung,', 'Kevin Cheng,', 'Stephy Tang']",5.7
tt0756276,'LTD.',(2005),88 min,"
Drama            ","['Director:', 'Ryan Arnold']","['Stars:', 'Ryan Arnold,', 'Gina Holden,', 'Brendan Penny,', 'Michael Karl Richards']",4.3
tt0259821,'M' Word,(1996),99 min,"
Comedy, Drama, Romance            ","['Director:', 'Brett Parker']","['Stars:', 'Marnie Pomerantz,', 'Andrew Heckler,', 'Wolfgang Bodison,', 'Christine Tucci']",4.4
tt1234546,'Master Harold' ... And the Boys,(2010),87 min,"
Drama            ","['Director:', 'Lonny Price']","['Stars:', 'Ving Rhames,', 'Freddie Highmore,', 'Patrick Mofokeng,', 'Jennifer Steyn']",5.8
tt0125402,'Merika,(1984),102 min,"
Drama, Romance            ","['Director:', 'Gil Portes']","['Stars:', 'Nora Aunor,', 'Bembol Roco,', 'Marilyn Concepcion,', 'Cesar Aliparo']",7.7
tt2183864,'NORMAL ' (Real Stories from the sex industry),(2012),65 min,"
Biography, Drama, News            ","['Director:', 'Nicola Mai']","['Stars:', 'Tonia Sotiropoulou,', 'Matthew Crowley,', 'Rebecca Root,', 'Selami Brahaj']",5.9
tt0034420,'Neath Brooklyn Bridge,(1942),61 min,"
Comedy, Drama, Romance            ","['Director:', 'Wallace Fox']","['Stars:', 'Leo Gorcey,', 'Huntz Hall,', 'Bobby Jordan,', 'Gabriel Dell']",5.8
tt0019617,'Neath Western Skies,(1929),60 min,"
Western            ","['Director:', 'J.P. McGowan']","['Stars:', 'Tom Tyler,', 'Lotus Thompson,', 'Hank Bell,', 'J.P. McGowan']",6.4
tt0024805,'Neath the Arizona Skies,(1934),52 min,"
Western            ","['Director:', 'Harry L. Fraser']","['Stars:', 'John Wayne,', 'Sheila Terry,', 'Shirley Jean Rickert,', 'Jack Rockwell']",5.1
tt3234822,Nine Blackmon's Bluelight,(2015),75 min,"
Comedy, Romance            ","['Director:', 'Nine Blackmon']","['Stars:', 'John Beale,', 'Nine Blackmon,', 'Cedric Ceasar,', 'Hasani Drain']",
tt0032851,Northwest Passage,(1940),126 min,"
Adventure, Drama, History            ","['Directors:', 'King Vidor,', 'Jack Conway,', 'W.S. Van Dyke']","['Stars:', 'Spencer Tracy,', 'Robert Young,', 'Walter Brennan,', 'Ruth Hussey']",7
tt0034027,'Pimpernel' Smith,(1941),120 min,"
Adventure, Drama, Thriller            ","['Director:', 'Leslie Howard']","['Stars:', 'Leslie Howard,', 'Francis L. Sullivan,', 'Allan Jeayes,', 'Mary Morris']",7.2
tt0217978,'R Xmas,(2001),85 min,"
Crime, Drama, Thriller            ","['Director:', 'Abel Ferrara']","['Stars:', 'Drea de Matteo,', 'Lillo Brancato,', 'Lisa Valens,', 'Ice-T']",5.7
tt0130430,'Rameau's Nephew' by Diderot (Thanx to Dennis Young) by Wilma Schoen (1974),(1974),255 min,"
Comedy, Mystery            ","['Director:', 'Michael Snow']","['Stars:', 'Chantal Akerman,', 'Steve Anker,', 'Anne-Marie,', 'Jeff Bronstein']",6.9
tt5998744,S Storm,(2016),95 min,"
Action, Crime            ","['Director:', 'David Lam']","['Stars:', 'Louis Koo,', 'Julian Cheung,', 'Vic Chou,', 'Ada Choi']",5.2
tt0131692,'Tags': A Short Film,(1995),,,"['Director:', ""Chris 'Kit' Ryan""]","['Star:', ""Chris 'Kit' Ryan""]",
tt4265014,'Til Death,(III) (2014),63 min,"
Drama            ","['Director:', 'Benjamin Sutton']","['Stars:', 'Isla Carter,', 'Neil James,', 'Jonny McPherson,', 'Alex Roseman']",
tt0371499,'Til Death Do Us Part,(2002),85 min,"
Horror            ","['Directors:', 'Scott Gordon,', 'Ron Meyer']","['Stars:', 'Jon Ecklund,', 'Kimberly Ross,', 'Davis French,', 'Jeffrey Reeves']",4.1
tt4199762,'Til Love Comes,(2016),78 min,"
Comedy, Romance            ","['Director:', 'Jay Williams']","['Stars:', 'Bernard Johnson,', 'Elizabeth Tavares,', 'Miko DeFoor,', 'Andre Castenell Jr']",5.2
tt2777190,'Til Morning,(2013),57 min,"
Drama, Family, Fantasy            ","['Director:', 'Brendan Russo']","['Stars:', 'Juliette Danielle,', 'Nick Feld,', 'Scott Kennedy,', 'Rhiannon West']",7.2
tt0118523,'Til There Was You,(1997),113 min,"
Romance, Comedy            ","['Director:', 'Scott Winant']","['Stars:', 'Jeanne Tripplehorn,', 'Dylan McDermott,', 'John Plumpis,', 'Janel Moloney']",4.8
tt0032176,'Til We Meet Again,(1940),99 min,"
Drama, Romance            ","['Director:', 'Edmund Goulding']","['Stars:', 'Merle Oberon,', 'George Brent,', ""Pat O'Brien,"", 'Geraldine Fitzgerald']",6.7
tt5199640,'Till Death,(2015),55 min,"
Comedy, Musical, Mystery            ","['Director:', 'Tsubasa Tomori']","['Stars:', 'Kintarô Aoyama,', 'Kyle Card,', 'Cynthia Cheston,', 'Inko Haku']",8.6
tt3556238,'Tis the Season,(2015),101 min,"
Comedy            ","['Directors:', 'Kevin Burge,', 'Tad Sisler']","['Stars:', 'Tad Sisler,', 'Walter Peña,', 'Kevin Burge,', 'Britt Fiola']",
tt0004851,'Twas Ever Thus,(1915),,"
Drama            ","['Stars:', 'Elsie Janis,', 'Hobart Bosworth,', 'Owen Moore,', 'Myrtle Stedman']",[],
tt13653050,'Twas the Devil,(2021),75 min,"
Horror            ","['Director:', 'Mark Garvey']","['Stars:', 'Brad Robert Benford,', 'Simon Cleary,', 'Rachel Cuthill,', 'Ben Drake']",
tt7366340,'Twas the Shift Before Christmas,(2012),64 min,"
Comedy            ","['Director:', 'Andrea Thompson']","['Stars:', 'David McCusker,', 'Emma Rasmussen,', 'Richard Tunley,', 'Heather Darcy']",3.8
tt3469440,Z Storm,(2014),92 min,"
Action, Crime            ","['Director:', 'David Lam']","['Stars:', 'Louis Koo,', 'Ka-Tung Lam,', 'Dada Chan,', 'Michael Wong']",5.3
tt2160051,'n Saak van Geloof,(2011),88 min,"
Drama            ","['Director:', 'Diony Kempen']","['Stars:', 'Robbie Wessels,', 'Lelia Etsebeth,', 'Riana Nel,', 'Vanessa Lee']",5.2
tt0090556,"'night, Mother",(1986),96 min,"
Drama            ","['Director:', 'Tom Moore']","['Stars:', 'Sissy Spacek,', 'Anne Bancroft,', 'Ed Berke,', 'Carol Robbins']",7.6
tt4872362,(313) Choices,(2015),90 min,"
Drama            ","['Directors:', 'Tyler Clifton,', 'Brock Lewandowski,', 'Sarah R. Matthews,', 'Sam Rector,', 'Austin Schuld,', 'Keenan Wetzel']","['Stars:', 'Beau Bielski,', 'Marley Boone,', 'Andrew Buck,', 'Laura Chall']",
tt1022603,500 Days of Summer,(2009),95 min,"
Comedy, Drama, Romance            ","['Director:', 'Marc Webb']","['Stars:', 'Zooey Deschanel,', 'Joseph Gordon-Levitt,', 'Geoffrey Arend,', 'Chloë Grace Moretz']",7.7
tt2094744,(AmI) Live,(2011),84 min,"
Drama, Horror, Mystery            ","['Director:', 'Peter Averack']","['Stars:', 'Heather Grein,', 'Jon Shell,', 'Thomas Henning,', 'Jon Lee Richardson']",6
tt3914332,Dean,(2016),94 min,"
Comedy, Drama, Romance            ","['Director:', 'Demetri Martin']","['Stars:', 'Demetri Martin,', 'Kevin Kline,', 'Gillian Jacobs,', 'Mary Steenburgen']",6.3
tt1016145,(I'm Living) A Charmed Life,(2000),65 min,"
Comedy            ","['Directors:', 'Betsy Carson,', 'Kate Kaminski']","['Stars:', 'Tameson Duffy,', 'Buffy Miller,', 'Scott Mullenberg']",5.8
tt0398620,(Past Present Future) Imperfect,(2004),94 min,"
Drama            ","['Director:', 'Roger Thorp']","['Stars:', 'Tom Harper,', 'Christine Adams,', 'Rupert Frazer,', 'Stuart Bunce']",7.9
tt1132193,(Untitled),(2009),96 min,"
Comedy, Drama, Music            ","['Director:', 'Jonathan Parker']","['Stars:', 'Adam Goldberg,', 'Marley Shelton,', 'Eion Bailey,', 'Lucy Punch']",6.2
tt1687846,(What's) the Deal?,(2002),52 min,"
Comedy            ","['Director:', 'Jacob Knapp III']","['Stars:', 'Dwight Bazemore,', 'Pete Black,', 'Kevin Cosentino,', 'Kyra Demarco']",
tt0827167,(Yielding to) A Willing Breath,(2006),95 min,"
Drama            ","['Director:', 'Gregg Holtgrewe']","['Stars:', 'Paul Cram,', 'Molly McCaffrey,', 'Charles Brin,', 'Zach Hammill']",
tt1598691,* Cemetery,(2010),79 min,"
Comedy, Horror, Thriller            ","['Director:', 'B.J. Stack IV']","['Stars:', 'Tim Fiegl,', 'Molly McCarthy,', 'Brandon Murray,', 'B.J. Stack IV']",5
tt0179184,****,(1967),"1,500 min","
Drama            ","['Director:', 'Andy Warhol']","['Stars:', 'Brigid Berlin,', 'Tally Brown,', 'David Croland,', 'Joe Dallesandro']",6.3
tt1331087,*69,(2016),100 min,"
Horror, Mystery, Thriller            ","['Director:', 'Elke Blasi']","['Stars:', 'Gina Mahoney,', 'Joseph Miller,', 'Christine Kolenik,', 'Beverly Lauchner']",3.8
tt0275275,*Corpus Callosum,(2002),92 min,"
Comedy, Drama            ","['Director:', 'Michael Snow']","['Stars:', 'Jacqueline Anderson,', 'Berj Bannayan,', 'Greg Hermanovic,', 'John Massey']",6.4
tt0092494,*batteries not included,(1987),106 min,"
Comedy, Family, Fantasy            ","['Director:', 'Matthew Robbins']","['Stars:', 'Hume Cronyn,', 'Jessica Tandy,', 'Frank McRae,', 'Elizabeth Peña']",6.6
tt2395385,+1,(2013),96 min,"
Romance, Sci-Fi, Thriller            ","['Director:', 'Dennis Iliadis']","['Stars:', 'Rhys Wakefield,', 'Logan Miller,', 'Ashley Hinshaw,', 'Natalie Hall']",5.5
tt0052526,-30-,(1959),96 min,"
Drama            ","['Director:', 'Jack Webb']","['Stars:', 'Jack Webb,', 'William Conrad,', 'David Nelson,', 'Whitney Blake']",6.6
tt0022731,-But the Flesh Is Weak,(1932),77 min,"
Comedy            ","['Director:', 'Jack Conway']","['Stars:', 'Robert Montgomery,', 'Nora Gregor,', 'Heather Thatcher,', 'Edward Everett Horton']",5.6
tt1337580,... Just a Job,(2007),98 min,"
Crime            ","['Director:', 'KC King']","['Stars:', 'Phredd Phillipps,', 'Marina Goncharova,', 'Mike McKinnon,', 'Lauren Mary Kim']",6.9
tt0081964,...All the Marbles,(1981),113 min,"
Comedy, Drama, Sport            ","['Director:', 'Robert Aldrich']","['Stars:', 'Peter Falk,', 'Vicki Frederick,', 'Laurene Landon,', 'Burt Young']",6.4
tt0220953,...and Call Me in the Morning,(1999),,"
Comedy            ","['Director:', 'Sid Melton']","['Stars:', 'Sid Melton,', 'Trish Cook,', 'Frank Sinatra Jr.,', 'Greg Hardman']",7.9
tt6291876,...And Once Again,(2010),105 min,"
Drama            ","['Director:', 'Amol Palekar']","['Stars:', 'Rajat Kapoor,', 'Rituparna Sengupta,', 'Antara Mali']",
tt2200030,...and Then I Helped,(2010),101 min,"
Horror            ","['Director:', 'Michael Todd Schneider']","['Stars:', 'Ben Tatar,', 'Nikki McIntyre,', 'Justin Alvarez,', 'Michael Todd Schneider']",6.4
tt0108999,...and the Earth Did Not Swallow Him,(1994),99 min,"
Drama            ","['Director:', 'Severo Perez']","['Stars:', 'Jose Alcala,', 'Rose Portillo,', 'Art Bonilla,', 'Marco Rodríguez']",6.6
