title_id,title,year,runtime,genres,dir_list,cast_list,rating
tt3727098,23232 Merchant Street,(2010),99 min,"
Thriller            ","['Director:', 'Damon Merchant']","['Stars:', 'David C. Bowers,', 'Lortensia Hayes,', 'Maria Hildreth,', 'Denine Keys']",
tt5161762,Another Woman,(2015),96 min,"
Drama, Romance            ","['Director:', 'Wei-Chen Chang']","['Stars:', 'Ariel Lin,', 'Hao Qin,', 'Heng-Yin Chou,', 'Peggy Tseng']",5.6
tt1893186,23rd Psalm: Redemption,(2011),72 min,"
Thriller            ","['Directors:', 'Cornelius Booker III,', 'Christopher C. Odom']","['Stars:', 'Tatyana Ali,', 'Clifton Powell,', 'Leslie Mills,', 'Leslie A. Jones']",3.8
tt0058860,24 Bilder,(1966),,,"['Director:', 'Rob Houwer']","['Star:', 'Gila von Weitershausen']",3.1
tt2082156,24 Exposures,(2013),77 min,"
Crime, Drama, Thriller            ","['Director:', 'Joe Swanberg']","['Stars:', 'Adam Wingard,', 'Simon Barrett,', 'Caroline White,', 'Sophia Takal']",4.1
tt6777170,24 Frames,(2017),114 min,"
Drama            ","['Director:', 'Abbas Kiarostami']","['Star:', 'Mohamad Ramezani Pour']",6.8
tt2622420,24 Hour Love,(2013),98 min,"
Drama            ","['Director:', 'Fred Thomas Jr.']","['Stars:', 'Malinda Williams,', 'Keith D. Robinson,', 'Eva Marcille,', 'Angell Conwell']",3.3
tt0274309,24 Hour Party People,(2002),117 min,"
Biography, Comedy, Drama            ","['Director:', 'Michael Winterbottom']","['Stars:', 'Steve Coogan,', 'Lennie James,', 'John Thomson,', 'Paul Popplewell']",7.3
tt0021580,24 Hours,(1931),66 min,"
Drama            ","['Director:', 'Marion Gering']","['Stars:', 'Clive Brook,', 'Kay Francis,', 'Miriam Hopkins,', 'Regis Toomey']",6.3
tt12215330,24 Hours,(I) (2021),57 min,"
Drama, Sci-Fi            ","['Director:', 'L.A. Knight']","['Stars:', 'Fred Stoller,', 'Elle Dawe,', 'Andy McPhee,', 'John Wilkins III']",
tt16971164,24 Hours,(II) (2021),,"
Crime, Drama            ","['Director:', 'Keith Lakean Powell']","['Stars:', 'Clayborn Beverly,', 'Phillip Carrington,', 'Jerrick Carter,', 'Dre 654 Monolopy']",
tt3515632,SWAT: Unit 887,(2015),96 min,"
Action, Thriller            ","['Director:', 'Timothy Woodward Jr.']","['Stars:', 'Tom Sizemore,', 'Mischa Barton,', 'Timothy Woodward Jr.,', 'Michael Paré']",2.8
tt3773506,24 Hours Movie,(2014),90 min,"
Drama            ","['Director:', 'Jarrell Crump']","['Stars:', 'Leonardo Black,', 'Tone Capone,', 'Nelson J. Davis,', 'Nneka Davis']",5.9
tt2061566,24 Hours in Las Vegas,(2011),80 min,"
Action, Drama            ","['Director:', 'Raushan Hammond']","['Stars:', 'Trinh Dang,', 'Raushan Hammond,', 'Angela Palacios,', 'Khira Thomas']",6.6
tt0222666,24 Hours in London,(2000),90 min,"
Crime, Thriller            ","['Director:', 'Alexander Finbow']","['Stars:', 'Gary Olsen,', 'Tony London,', 'David Sonnenthal,', 'Sara Stockbridge']",3.5
tt5492732,24 Hours in My Council Flat,(2017),55 min,"
Drama            ","['Director:', 'Richard Lipman']","['Stars:', 'Daciana Brava,', 'Matthew Dearlove,', 'Catherine Douglas,', 'Jay Osborne']",3
tt10380890,24 Hours the film,(2019),,"
Action, Crime            ","['Director:', 'Sharf M.Z.']","['Stars:', 'Muqeet Khan,', 'Fawad Aslam Khan,', 'Asma Nawab,', 'Ali Bhatti']",
tt0059836,24 Hours to Kill,(1965),94 min,"
Drama, Thriller            ","['Director:', 'Peter Bezencenet']","['Stars:', 'Lex Barker,', 'Mickey Rooney,', 'Michael Medwin,', 'Wolfgang Lukschy']",5
tt0180388,24 Hours to Live,(1986),,,"['Director:', 'Stephen Gibbons']",[],
tt5442456,24 Hours to Live,(2017),93 min,"
Action, Sci-Fi, Thriller            ","['Director:', 'Brian Smrz']","['Stars:', 'Ethan Hawke,', 'Qing Xu,', 'Paul Anderson,', 'Rutger Hauer']",5.7
tt0083509,24 Hours to Midnight,(1985),91 min,"
Action            ","['Director:', 'Leo Fong']","['Stars:', 'Bernie Pock,', 'Myra,', 'Cynthia Rothrock,', 'Stack Pierce']",3.5
tt6565420,24 Hrs. With Russell Simmons,(2000),,,"['Director:', 'Ian Massive']","['Star:', 'Russell Simmons']",
tt6550776,24 Hrs. With Sisqo,(2001),,,"['Director:', 'Ian Massive']","['Star:', 'Sisqó']",
tt1989428,24 Lines,(2011),75 min,"
Mystery            ","['Directors:', 'Helena Astbury,', 'Jake Astbury']","['Stars:', 'Juliet Lundholm,', 'Omar Shaker,', 'Al Smith,', 'James Tweedy']",
tt0133327,24 Nights,(1999),97 min,"
Comedy, Drama, Romance            ","['Director:', 'Kieran Turner']","['Stars:', 'Kevin Isola,', 'Aida Turturro,', 'Stephen Mailer,', 'David Burtka']",6.3
tt10505442,24 Seconds,(2018),,,[],[],
tt0935030,24 Bars,(2007),85 min,"
Drama            ","['Director:', 'Jalil Lespert']","['Stars:', 'Lubna Azabal,', 'Benoît Magimel,', 'Sami Bouajila,', 'Bérangère Allaux']",5
tt0044330,Affair in Monte Carlo,(1952),75 min,"
Drama, Romance            ","['Director:', 'Victor Saville']","['Stars:', 'Merle Oberon,', 'Richard Todd,', 'Leo Genn,', 'Stephen Murray']",5.1
tt2825130,24 to Score,(2012),84 min,"
Comedy, Drama            ","['Stars:', 'Rob Mor,', 'Karl Theo,', 'Jessica Little,', 'David Schewel']",[],
tt0934361,24/7 - Sunset Boulevard,(2002),90 min,"
Drama            ","['Director:', 'Eckhart Schmidt']","['Star:', 'Colette Divine']",
tt2526668,24/7 in Love,(2012),130 min,"
Comedy, Drama, Romance            ","['Directors:', 'Mae Czarina Cruz,', 'John-D Lazatin,', 'Dado C. Lumibao,', 'Frasco Mortiz']","['Stars:', 'Kathryn Bernardo,', 'Daniel Padilla,', 'Bea Alonzo,', 'Gerald Anderson']",6.3
tt13599902,24/Seven,(2018),,"
Musical            ","['Director:', 'Matthew Hickinbottom']",[],
tt1877543,247°F,(2011),88 min,"
Horror, Thriller            ","['Directors:', 'Levan Bakhia,', 'Beka Jguburia']","['Stars:', 'Scout Taylor-Compton,', 'Christina Ulloa,', 'Travis Van Winkle,', 'Michael Copon']",4.8
tt1361299,24h Marrakech,(2010),100 min,"
Drama            ","['Directors:', 'Munir Abbar,', 'Daniel Gräbner,', 'Christian Mrasek,', 'Franz Müller,', 'Mohamed Oumai,', 'Narjisse Tahiri']","['Stars:', 'Brahim Aferyat,', 'Amin,', 'Ahmet Bahja,', 'Nabila Baraka']",7.3
tt8731108,24th Annual Academy Awards,(1952),,"
Music, News            ","['Stars:', 'Danny Kaye,', 'Paul Douglas,', 'Lauren Bacall,', 'Lucille Ball']",[],7.2
tt5985346,25 Cents to Paradise,(2018),,"
Drama            ","['Director:', 'Bela Attila Kovacs']","['Stars:', 'Jeffrie Zean Allan,', 'Denise S. Anderson,', 'Michele Baldwin,', 'Tony Del Bono']",
tt1618368,25 Hill,(2011),108 min,"
Drama, Family, Sport            ","['Director:', 'Corbin Bernsen']","['Stars:', 'Nathan Gamble,', 'Timothy Omundson,', 'Maureen Flannigan,', 'Ronal Fergeson']",5.9
tt5204106,25 Robins,(2016),,"
Action            ","['Director:', 'Matthew Walker']","['Star:', 'Matt McClure']",
tt2782918,25 Years,(2013),,"
Drama            ","['Director:', 'Derek Lewis Gray']","['Stars:', 'Beth Alemu,', 'Lori Bedsole,', 'Carolyn Brown,', 'Justice Codrington']",
tt7550764,25 Years Later,(2018),,,"['Director:', 'Lakhwinder Shabla']","['Stars:', 'Aman Chahal,', 'Olga Hoffmann,', 'Lakhwinder Shabla']",
tt2259406,25 Years of Improv Comedy,(2005),91 min,,"['Stars:', 'Dan Bakkedahl,', 'Ike Barinholtz,', 'Mark Beltzman,', 'Matt Besser']",[],5.7
tt1313225,25Gs,(2008),76 min,"
Crime, Drama, Romance            ","['Director:', 'Baldwin Li']","['Stars:', 'Joe Moan,', 'Steve Garry,', 'Helen Kennedy,', 'Laura Danielle Sharp']",5.9
tt6783708,25th Birthday,(2016),70 min,"
Drama            ","['Director:', 'Edward Uka']","['Stars:', 'Uche Peter Adigwe,', 'Seun Akindele,', 'Prince Vuga Akubueze,', 'Phillip Azeke']",
tt0307901,25th Hour,(2002),135 min,"
Drama            ","['Director:', 'Spike Lee']","['Stars:', 'Edward Norton,', 'Barry Pepper,', 'Philip Seymour Hoffman,', 'Rosario Dawson']",7.6
tt1764136,26 Happiness Road,(2010),88 min,"
Drama            ","['Director:', 'Chak Piu Chiu']","['Stars:', 'Yung Yung Yu,', 'Ren Jun Heng,', 'Hui Qiang Wang']",6.2
tt0136687,2612 South Ave. West,(1997),90 min,"
Comedy            ","['Director:', 'Jon Stanley']","['Stars:', 'Tim Delaney,', 'Judith Kaplan,', 'Scott Kelman,', 'Richard Moore']",
tt6085912,27 Club,(2020),,"
Drama, Music            ","['Director:', 'Max Derin']","['Stars:', 'Allen Theosky Rowe,', 'Lucinda Jubb,', 'Olivier Riquelme,', 'Nikki Bohm']",
tt1851831,27 Down,(2009),116 min,"
Drama, Sci-Fi            ","['Director:', 'John Depew']","['Stars:', 'Curt Fennell,', 'Kyle Andrews,', 'Brett Leigh,', 'T.J. Horgan']",4.2
tt0988595,27 Dresses,(2008),111 min,"
Comedy, Romance            ","['Director:', 'Anne Fletcher']","['Stars:', 'Katherine Heigl,', 'James Marsden,', 'Malin Akerman,', 'Brian Kerwin']",6.1
tt8509342,27 Guns,(2018),,"
Action, Adventure, Biography            ","['Director:', 'Natasha Museveni Karugire']","['Stars:', 'Arnold Mubangizi,', 'Diana Museveni Kamuntu,', 'Sezi Jedidiah Nuwewenka,', 'Godwin Ahimbisibwe']",7.9
tt0246405,27 Missing Kisses,(2000),98 min,"
Comedy, Drama, Romance            ","['Director:', 'Nana Dzhordzhadze']","['Stars:', 'Nutsa Kukhianidze,', 'Evgeniy Sidikhin,', 'Shalva Iashvili,', 'Pierre Richard']",6.6
tt0171042,27 Pieces of Me,(1993),,,"['Director:', 'Gerald Donahoe']","['Stars:', 'Ezra Buzzington,', 'Rebecca M. Davis,', 'Tina Denning,', 'Angelique von Halle']",6.6
tt9848452,27 Rue de Fleurus,(2019),,"
Comedy            ","['Director:', 'Octavio Carlin']","['Stars:', 'George Benedict,', 'Kelly Brighton,', 'Kat Brower,', 'Heather Compton']",
tt2374711,"27, Memory Lane",(2014),98 min,"
Drama, Fantasy, Romance            ","['Director:', 'Luke Hupton']","['Stars:', 'Diona Doherty,', 'James Clay,', 'Eileen Page,', 'Jason Redshaw']",8.1
tt7319532,27: The Cursed Club,(2018),,"
Action, Comedy, Crime            ","['Director:', 'Nicanor Loreti']","['Stars:', 'Diego Capusotto,', 'Sofía Gala Castiglione,', 'Daniel Aráoz,', 'Guillermo Toledo']",3.6
tt0071084,27A,(1974),86 min,"
Drama            ","['Director:', 'Esben Storm']","['Stars:', 'Robert McDarra,', 'Bill Hunter,', 'Graham Corry,', 'Richard Moir']",6.2
tt11253800,28,(2019),,"
Crime, Drama, Thriller            ","['Director:', 'Jayan Naduvathazhath']",[],
tt4526230,28 1/2,(2013),80 min,"
Comedy, Musical            ","['Director:', 'Anton Gonopolski']",[],
tt0191754,28 Days,(2000),103 min,"
Comedy, Drama            ","['Director:', 'Betty Thomas']","['Stars:', 'Sandra Bullock,', 'Viggo Mortensen,', 'Dominic West,', 'Elizabeth Perkins']",6
tt0289043,28 Days Later...,(2002),113 min,"
Drama, Horror, Sci-Fi            ","['Director:', 'Danny Boyle']","['Stars:', 'Cillian Murphy,', 'Naomie Harris,', 'Christopher Eccleston,', 'Alex Palmer']",7.5
tt10474506,28 Degrees North of Love,(2017),,,[],[],
tt2124074,28 Hotel Rooms,(2012),82 min,"
Drama, Romance            ","['Director:', 'Matt Ross']","['Stars:', 'Marin Ireland,', 'Chris Messina,', 'Robert Deamer,', 'Anne H. Wilson']",5.7
tt1839385,28 Hours Later: The Zombie Movie,(2010),56 min,"
Action, Comedy, Horror            ","['Director:', 'Daniel M. Seibert']","['Stars:', 'Kate Archer,', 'Pat Bulger,', 'Clancy Bundy,', 'Rob Culp']",5.1
tt3471400,28 Minute Epic,(2017),110 min,"
Comedy            ","['Director:', 'GianCarlo Fernandez']","['Stars:', 'Pamela Rivers,', 'Ryan D. Moore,', 'Gina Marie Rodriguez,', 'Steve Boghossian']",8.1
tt0463854,28 Weeks Later,(2007),100 min,"
Action, Adventure, Horror            ","['Director:', 'Juan Carlos Fresnadillo']","['Stars:', 'Jeremy Renner,', 'Rose Byrne,', 'Robert Carlyle,', 'Harold Perrineau']",6.9
tt10580294,28 Winters: A Nitro Snowboard Story,(2017),50 min,"
Sport            ","['Directors:', 'Jukka Metsäaho,', 'Jyri Paajama']","['Stars:', 'Nils Arvidsson,', 'Torgeir Bergrem,', 'Ludwig Billtoft,', 'Thomas Delago']",6.2
tt6748368,287G Black Latina,(2017),,"
Drama            ","['Director:', 'Rhondak Bennett']","['Stars:', 'Evan Kyle Bennett,', 'Daisy Pareja']",
tt1783233,287th Hour,(2010),94 min,"
Thriller            ","['Director:', 'Jeremy Isbell']",[],
tt8924416,28½,(2020),93 min,"
Drama            ","['Director:', 'Adriano Mendes']","['Stars:', 'Anabela Caetano,', 'Sérgio Assunção,', 'Sérgio Marcelino,', 'Catherine Boyd-Bell']",8
tt0037489,The Facts of Love,(1945),83 min,"
Comedy, Drama            ","['Director:', 'Henry Cass']","['Stars:', 'Gordon Harker,', 'Betty Balfour,', 'Jimmy Hanley,', 'Carla Lehmann']",6.8
tt5119720,29 Light Years,(2017),90 min,"
Drama            ","['Director:', 'Matt Thornton']","['Stars:', 'Brett Tribe,', 'Erica Lies,', 'Anne Frances,', 'Ed Pope']",
tt9218082,29 Needles,(2019),95 min,"
Horror, Thriller            ","['Director:', 'Scott Philip Goergens']","['Stars:', 'Brooke Berry,', 'Jamee Nicholson,', 'Joe Meduza,', 'Ryoko H.']",5.7
tt0283090,29 Palms,(2002),93 min,"
Comedy, Crime, Drama            ","['Director:', 'Leonardo Ricagni']","['Stars:', 'Jeremy Davies,', ""Chris O'Donnell,"", 'Rachael Leigh Cook,', 'Michael Rapaport']",4.7
tt0412297,29 Reasons to Run,(2006),99 min,"
Comedy            ","['Director:', ""Damon O'Steen""]","['Stars:', 'Gary Weeks,', 'Branden Waits,', 'Philip Boyd,', 'Adamo Palladino']",6.3
tt0198013,29 and Holding,(2004),89 min,"
Comedy            ","['Director:', 'Sean Hanish']","['Stars:', 'Morgan Simpson,', 'Jed Davis,', 'Heather Simpson,', 'Casey Strand']",8.8
tt5670648,29 or: The Day a Girl Broke Up with a Boy,(2017),80 min,"
Comedy, Drama            ","['Director:', 'Ivvan Pignon']","['Stars:', 'Ivvan Pignon,', 'Macarena Abad,', 'Marizo Siller,', 'Daniel J. Egbert']",6.8
tt6368508,29 to Life,(2018),100 min,"
Comedy, Drama            ","['Director:', 'Alex Magaña']","['Stars:', 'Murphy Patrick Martin,', 'Diana Cristina Solis,', 'Hayley Ambriz,', 'Kaden Cole']",5
tt2032544,29.08.1942,(2011),93 min,"
War            ","['Director:', 'Ryan Goodwin']","['Stars:', 'Adam Horner,', 'Joseph J.U. Taylor,', 'Matthew Wollaston,', 'Kyle Walmsley']",
tt2165535,29000 Wishes. 1 Regret.,(2012),89 min,"
Drama            ","['Director:', 'Oliver Robins']","['Stars:', 'Justus Zimmerman,', 'Casey Ruggieri,', 'Nick Caballero,', 'Mary Diane']",6.8
tt1571563,2932,(2008),,"
Sci-Fi            ","['Director:', 'Carlos Escaño']","['Stars:', 'Mauricio Bautista,', 'José Carlos Carmona,', 'Andre Luis Da Silva,', 'Paz de Alarcón']",7.1
tt6264102,29: Day Two,(2006),52 min,"
Action            ","['Director:', 'Alan Seawright']","['Stars:', 'Jono Decker,', 'Alan Seawright,', 'Logan Mallory,', 'Lauren Noll']",
tt0101252,29th Street,(1991),101 min,"
Comedy, Drama            ","['Director:', 'George Gallo']","['Stars:', 'Anthony LaPaglia,', 'Danny Aiello,', 'Lainie Kazan,', 'Frank Pesce']",7.2
tt0455299,29th and Gay,(2005),84 min,"
Comedy            ","['Director:', 'Carrie Preston']","['Stars:', 'James Vasquez,', 'Nicole Marcks,', 'David McBean,', 'Mike Doyle']",5
tt2390217,2: Voodoo Academy,(2012),75 min,"
Horror            ","['Director:', 'David DeCoteau']","['Stars:', 'Shawn McCormick,', 'Alex Fox,', 'Josh Randall,', 'Brandon Schinaman']",4.1
tt1002561,2:13,(2009),96 min,"
Drama, Mystery, Thriller            ","['Director:', 'Charles Adelman']","['Stars:', 'Mark Thompson,', 'Mark Pellegrino,', 'Teri Polo,', 'Kevin Pollak']",4.8
tt1131724,2:22,(2017),98 min,"
Drama, Mystery, Romance            ","['Director:', 'Paul Currie']","['Stars:', 'Michiel Huisman,', 'Teresa Palmer,', 'Sam Reid,', 'John Waters']",5.7
tt1261041,2:22,(2008),104 min,"
Crime, Drama, Thriller            ","['Director:', 'Phillip Guzman']","['Stars:', 'Mick Rossi,', 'Robert Miano,', 'Aaron Gallagher,', 'Jorge A. Jimenez']",5.1
tt0472582,2:37,(2006),91 min,"
Drama            ","['Director:', 'Murali K. Thalluri']","['Stars:', 'Teresa Palmer,', 'Frank Sweet,', 'Sam Harris,', 'Charles Baird']",6.8
tt1090695,2B,(2009),,"
Sci-Fi            ","['Director:', 'Richard Kroehling']","['Stars:', 'James Remar,', 'Kevin Corrigan,', 'Jane Kim,', 'Hayley DuMond']",6.6
tt0364914,2BPerfectlyHonest,(2004),88 min,"
Comedy, Drama            ","['Director:', 'Randel Cole']","['Stars:', 'Adam Trese,', 'Andrew McCarthy,', 'John Turturro,', 'Michael Badalucco']",4.6
tt5185994,2Close2U,(2017),101 min,"
Comedy, Drama, Romance            ","['Director:', 'Steffen Baermann']","['Stars:', 'Katharina Sporrer,', 'Robert Maaser,', 'Anne-Catrin Märzke,', 'Anne Patricia Nilles']",6.9
tt5588416,2Eleven,(2015),107 min,"
Action            ","['Director:', 'Derek Scott']","['Stars:', 'Vince Arians,', 'Chamar Avery,', 'Delores Harris,', 'Martell Lane']",5.2
tt1786374,2N Comedy,(2009),,"
Comedy            ","['Director:', 'Amy Kossover']","['Star:', 'Kenn Kington']",
tt1589505,2ND Take,(2011),103 min,"
Drama            ","['Director:', 'John Suits']","['Stars:', 'Tom Everett Scott,', 'Sarah Jones,', 'Josh Zuckerman,', 'Lee Tergesen']",5.8
tt3559570,2Survive,(2015),94 min,"
Action, Adventure, Drama            ","['Director:', 'Tom Seidman']","['Stars:', 'Sam Bearpaw,', 'Madison Brightwell,', 'Jonathan Camp,', 'Erik Estrada']",5.1
tt11120048,2U Alorangel Remix,(2019),,"
Music            ","['Director:', 'Alirangelica']","['Star:', 'Alirangelica']",
tt0120113,2by4,(1998),90 min,"
Drama, Romance            ","['Director:', 'Jimmy Smallhorne']","['Stars:', 'Jimmy Smallhorne,', ""Chris O'Neill,"", 'Bradley Fitts,', 'Holyoke Joe']",5.3
tt1869232,2nd Chance at Christmas,(2011),93 min,"
Comedy, Family, Romance            ","['Director:', 'Thomas Maresca']","['Stars:', 'Salvatore Tramontana,', 'Ellana Morris,', 'Johnathan Chei,', 'Kerry Connors']",
tt6899068,2nd Chance for Christmas,(2019),85 min,"
Drama, Family, Fantasy            ","['Director:', 'Christopher Ray']","['Stars:', 'Brittany Underwood,', 'Tara Reid,', 'Vivica A. Fox,', ""Jim O'Heir""]",4.8
tt14259796,2nd Chances,(2021),,"
Drama            ","['Director:', 'Tai Theory']","['Stars:', 'Walter Parker Jr.,', 'Danielle-Shani,', 'Asim Amin,', 'Epiphany Anderson']",
tt5836432,2nd Greatest,(2016),121 min,"
Drama            ","['Director:', 'Nathan Blair']","['Stars:', 'Heath Arthur,', 'Jude Moran,', 'Scott Piper,', 'Billy Joe Patton']",7
tt20752080,2nd Honeymoon,(2014),,"
Drama            ","['Director:', 'Okey Ifeanyi']","['Stars:', 'Adunni Ade,', 'Uzor Arukwe,', 'Dabby Chimere,', 'Alexx Ekubo']",
tt7493968,2nd Semester,(2019),,"
Drama            ","['Director:', 'Anthony Moore']","['Stars:', 'Anthony,', 'Anthony Moore,', 'Isaac Tillman,', 'Deontae Vaughn']",
tt1877894,2nd Serve,(2012),86 min,"
Comedy, Sport            ","['Director:', 'Tim Kirkman']","['Stars:', 'Cameron Monaghan,', 'Billy Magnussen,', 'Dash Mihok,', 'Kevin Sussman']",5.4
tt5658252,2wenty9ine,(2006),,"
Drama, Romance            ","['Director:', 'Marcello Daciano']","['Stars:', 'Carmen Dinulescu,', 'Nico Baumbach,', 'Alexandra Pantea,', 'Marcos Estebez']",9
tt0327387,"2wks, 1yr",(2002),104 min,"
Drama            ","['Director:', 'Chris McKay']","['Stars:', 'Michael Gilio,', 'Krissy Shields,', 'Ann Rickhoff,', 'Alex Emanuel']",8.1
tt2262318,2xUno,(2013),102 min,"
Adventure            ","['Director:', 'Bernardo De Urquidi']","['Stars:', 'Karla Cruz,', 'David Medel,', 'Ernesto Siller,', 'Germán Valdés III']",6.2
tt0246406,3,(1995),90 min,,"['Director:', 'Morag McKinnon']","['Stars:', 'Tam Dean Burn,', 'Niall Greig Fulton,', 'Jackie Joyce,', 'Steven McNicoll']",5.2
tt1517177,3,(2010),119 min,"
Comedy, Drama, Romance            ","['Director:', 'Tom Tykwer']","['Stars:', 'Sophie Rois,', 'Sebastian Schipper,', 'Devid Striesow,', 'Angela Winkler']",6.7
tt5618160,3,(II) (2017),80 min,"
Horror, Mystery, Thriller            ","['Director:', 'Lou Simon']","['Stars:', 'Todd Bruno,', 'Aniela McGuinness,', 'Mike Stanley,', 'Jim Adams']",4.2
tt5785598,3,(III) (2015),57 min,"
Drama            ","['Directors:', 'Duane Gaines,', 'Jon Pupillo']","['Star:', 'Jon Pupillo']",
tt11428338,3 1/2,(2015),120 min,"
Drama            ","['Director:', 'Hemantha Kumar']","['Stars:', 'Bhavana,', 'Hemantha Kumar,', 'Ravi Nakkundi,', 'Nataraj']",
tt0248661,3 A.M.,(2001),92 min,"
Crime, Mystery, Romance            ","['Director:', 'Lee Davis']","['Stars:', 'Danny Glover,', 'Sergej Trifunovic,', 'Michelle Rodriguez,', 'Pam Grier']",5.8
tt0847204,3 Américas,(2007),98 min,"
Drama            ","['Director:', 'Cristina Aurora Kotz Cornejo']","['Stars:', 'Gilberto Arribas,', 'Daniel Bravo,', 'Martin Campero,', 'Gregory Carroll']",6
tt1314190,3 Backyards,(2010),88 min,"
Drama            ","['Director:', 'Eric Mendelsohn']","['Stars:', 'Elias Koteas,', 'Kathryn Erbe,', 'Edie Falco,', 'Rachel Resheff']",5
tt0017463,3 Bad Men,(1926),122 min,"
Romance, Western            ","['Director:', 'John Ford']","['Stars:', ""George O'Brien,"", 'Olive Borden,', 'Lou Tellegen,', 'Tom Santschi']",7.5
tt4306116,Three Brave,(2015),94 min,"
Animation, Action, Adventure            ","['Director:', 'Sharmeen Obaid-Chinoy']","['Stars:', 'Muneeba Yaseen,', 'Hanzala Shahid,', 'Zuhab Khan,', 'Behroze Sabzwari']",7.1
tt0324952,3 Blind Mice,(2003),93 min,"
Crime, Thriller            ","['Director:', 'Mathias Ledoux']","['Stars:', 'Edward Furlong,', 'Emilia Fox,', 'Chiwetel Ejiofor,', 'Sara Stewart']",4.3
tt1762370,3 Blind Saints,(2011),89 min,"
Comedy            ","['Director:', 'John Eschenbaum']","['Stars:', 'Richard Speight Jr.,', 'Stelio Savante,', 'Elijah Rock,', 'Murray Gershenz']",4.2
tt5547188,3 Bullets,(2016),90 min,"
Action            ","['Director:', 'Joel Bunkowske']","['Stars:', 'Jake Hanson,', 'Matthew Hanson,', 'Jon Pupillo,', 'Teresa Randle']",
tt2378049,3 Cats and a Man,(2012),80 min,"
Drama            ","['Director:', 'Parthiban Shanmugam']","['Stars:', 'George Lee Clark,', 'Robert Hatch,', 'Daniel Hirsh,', 'Debbie Aviva Kessler']",
tt0033157,3 Cheers for the Irish,(1940),99 min,"
Comedy, Romance            ","['Director:', 'Lloyd Bacon']","['Stars:', 'Priscilla Lane,', 'Thomas Mitchell,', 'Dennis Morgan,', 'Virginia Grey']",6.4
tt2184095,3 Day Test,(2012),81 min,"
Comedy, Family            ","['Director:', 'Corbin Bernsen']","['Stars:', 'Taylor Spreitler,', 'Corbin Bernsen,', 'Megyn Price,', 'George Newbern']",4.4
tt1334508,3 Day Weekend,(2009),,"
Action, Horror, Sci-Fi            ","['Directors:', 'Renee S. Warren Peoples,', 'Tarjatta Rose']","['Stars:', 'Haji Abdullah,', 'Daruleo Black,', 'Brandon Gorman,', 'Reggie Harper']",4.5
tt2050447,3 Days,(2006),,"
Action            ","['Director:', 'Moe Masoudi']","['Star:', 'John Savidis']",
tt2062466,3 Days,(2011),58 min,"
Drama            ","['Director:', 'Christian Gehring']","['Stars:', 'David Trotter,', 'David Grosso,', 'Joe Townsend II,', 'John Kellar']",
tt4174536,3 Days,(I) (2015),99 min,"
Crime, Drama, Thriller            ","['Director:', 'Julian Beltran']","['Stars:', 'Johnny Walter,', 'LeMarc Johnson,', 'Natalie Makenna,', 'Dave Pantano']",5.5
tt5302316,3 Days 3 Nights,(2021),,"
Romance            ","['Director:', 'Ricky Burchell']","['Stars:', 'Bella Martin,', 'Marc Allen,', 'Taylor Albertson,', 'Nina Hibbler Webster']",4
tt1261411,3 Days Blind,(2009),103 min,"
Comedy            ","['Director:', 'Clete Keith']","['Stars:', 'Rad Daly,', 'Regan Burns,', 'Christy Reese,', 'Bret Anthony']",6
tt3554002,3 Days Without a Bagel,(2015),51 min,"
Comedy            ","['Director:', 'Jason Gerbay']","['Stars:', 'Dennis Cage,', 'William J. Carson III,', 'Emily Durkheim,', 'Matt Galome']",
tt2343353,3 Days in December,(2011),87 min,"
Comedy, Drama            ","['Director:', 'John Nodilo']","['Stars:', 'Eva Hamilton,', 'Shawn Aly,', 'Frank Zavala,', 'Bill Kieffer']",
tt1842371,3 Days in Havana,(2013),83 min,"
Comedy, Crime, Drama            ","['Directors:', 'Gil Bellows,', 'Tony Pantages']","['Stars:', 'Gil Bellows,', 'Greg Wise,', 'Christopher Heyerdahl,', 'John Cassini']",5.4
tt1138007,3 Days in L.A.,(2009),90 min,"
Drama            ","['Director:', 'Marco Capalbo']","['Stars:', 'Kirsten Berman,', 'Susie Bracken,', 'Wallace Dorian,', 'D.J. Harner']",5.4
tt10957580,3 Days in Paris,(2019),45 min,"
Fantasy            ","['Director:', 'Clinton Stark']","['Star:', 'Loni Stark']",
tt1151836,3 Days of Darkness,(2007),82 min,"
Horror, Thriller            ","['Director:', 'Khavn']","['Stars:', 'Katya Santos,', 'Gwen Garci,', 'Precious Adona,', 'Bugz Daigo']",4.6
tt1776167,3 Days of Normal,(2012),82 min,"
Comedy            ","['Director:', 'Ishai Setton']","['Stars:', 'Mircea Monroe,', 'Jace Mclean,', 'Richard Riehle,', 'Lin Shaye']",5.4
tt7271958,3 Days on the Cross,(2017),108 min,"
Drama, Mystery, Sci-Fi            ","['Director:', 'Aaron Martinez']","['Stars:', 'Nathan Martinez,', 'Jordan Tanner,', 'Luke Fowler,', 'Mark Gibbons']",7.2
tt9170142,3 Days to Go,(2019),93 min,"
Drama            ","['Director:', 'Bianca Isaac']","['Stars:', 'Leeanda Reddy,', 'Lillete Dubey,', 'Jailoshini Naidoo,', 'Kajal Bagwandeen']",6
tt2172934,3 Days to Kill,(2014),117 min,"
Action, Drama, Thriller            ","['Director:', 'McG']","['Stars:', 'Kevin Costner,', 'Hailee Steinfeld,', 'Connie Nielsen,', 'Amber Heard']",6.2
